1542764526.852096,peer13.org1.example.com,98.5kB / 21.5kB,98500,21500
1542764526.852096,peer60.org1.example.com,106kB / 40.4kB,106000,40400
1542764526.852096,peer35.org1.example.com,112kB / 40.8kB,112000,40800
1542764526.852096,peer74.org1.example.com,100kB / 27.7kB,100000,27700
1542764526.852096,peer29.org1.example.com,108kB / 46.2kB,108000,46200
1542764526.852096,peer79.org1.example.com,107kB / 39.2kB,107000,39200
1542764526.852096,peer32.org1.example.com,92.7kB / 16.9kB,92700,16900
1542764526.852096,peer97.org1.example.com,85.5kB / 12.3kB,85500,12300
1542764526.852096,peer70.org1.example.com,109kB / 36.6kB,109000,36600
1542764526.852096,peer50.org1.example.com,111kB / 40.1kB,111000,40100
1542764526.852096,peer62.org1.example.com,105kB / 26.9kB,105000,26900
1542764526.852096,peer16.org1.example.com,91.6kB / 15.5kB,91600,15500
1542764526.852096,peer83.org1.example.com,113kB / 49kB,113000,49000
1542764526.852096,peer87.org1.example.com,134kB / 61.2kB,134000,61200
1542764526.852096,peer73.org1.example.com,147kB / 92.2kB,147000,92200
1542764526.852096,peer80.org1.example.com,187kB / 94.2kB,187000,94200
1542764526.852096,peer34.org1.example.com,239kB / 94.9kB,239000,94900
1542764526.852096,peer42.org1.example.com,157kB / 127kB,157000,127000
1542764526.852096,peer67.org1.example.com,135kB / 69.5kB,135000,69500
1542764526.852096,peer27.org1.example.com,199kB / 125kB,199000,125000
1542764526.852096,peer12.org1.example.com,147kB / 92.9kB,147000,92900
1542764526.852096,peer91.org1.example.com,110kB / 63.1kB,110000,63100
1542764526.852096,peer99.org1.example.com,226kB / 162kB,226000,162000
1542764526.852096,peer94.org1.example.com,153kB / 101kB,153000,101000
1542764526.852096,peer24.org1.example.com,163kB / 142kB,163000,142000
1542764526.852096,peer88.org1.example.com,158kB / 120kB,158000,120000
1542764526.852096,peer38.org1.example.com,362kB / 267kB,362000,267000
1542764526.852096,peer89.org1.example.com,425kB / 279kB,425000,279000
1542764526.852096,peer59.org1.example.com,386kB / 291kB,386000,291000
1542764526.852096,peer76.org1.example.com,426kB / 335kB,426000,335000
1542764526.852096,peer85.org1.example.com,505kB / 360kB,505000,360000
1542764526.852096,peer1.org1.example.com,1.34MB / 2.85MB,1340000,2850000
1542764526.852096,peer64.org1.example.com,507kB / 335kB,507000,335000
1542764526.852096,peer44.org1.example.com,414kB / 322kB,414000,322000
1542764526.852096,peer66.org1.example.com,495kB / 365kB,495000,365000
1542764526.852096,peer4.org1.example.com,394kB / 316kB,394000,316000
1542764526.852096,peer36.org1.example.com,511kB / 369kB,511000,369000
1542764526.852096,peer69.org1.example.com,562kB / 384kB,562000,384000
1542764526.852096,peer21.org1.example.com,527kB / 396kB,527000,396000
1542764526.852096,peer18.org1.example.com,514kB / 412kB,514000,412000
1542764526.852096,peer19.org1.example.com,478kB / 417kB,478000,417000
1542764526.852096,orderer.example.com,95.1kB / 2.15kB,95100,2150
1542764526.852096,peer46.org1.example.com,604kB / 472kB,604000,472000
1542764526.852096,peer41.org1.example.com,566kB / 408kB,566000,408000
1542764526.852096,peer8.org1.example.com,638kB / 503kB,638000,503000
1542764526.852096,peer86.org1.example.com,718kB / 483kB,718000,483000
1542764526.852096,peer47.org1.example.com,567kB / 434kB,567000,434000
1542764526.852096,peer6.org1.example.com,568kB / 487kB,568000,487000
1542764526.852096,peer75.org1.example.com,689kB / 470kB,689000,470000
1542764526.852096,peer81.org1.example.com,644kB / 478kB,644000,478000
1542764526.852096,peer37.org1.example.com,538kB / 364kB,538000,364000
1542764526.852096,peer28.org1.example.com,500kB / 378kB,500000,378000
1542764526.852096,peer2.org1.example.com,657kB / 430kB,657000,430000
1542764526.852096,peer68.org1.example.com,504kB / 408kB,504000,408000
1542764526.852096,peer48.org1.example.com,567kB / 361kB,567000,361000
1542764526.852096,peer10.org1.example.com,586kB / 407kB,586000,407000
1542764526.852096,peer98.org1.example.com,589kB / 417kB,589000,417000
1542764526.852096,peer93.org1.example.com,562kB / 434kB,562000,434000
1542764526.852096,peer71.org1.example.com,462kB / 272kB,462000,272000
1542764526.852096,peer77.org1.example.com,586kB / 280kB,586000,280000
1542764526.852096,peer58.org1.example.com,734kB / 551kB,734000,551000
1542764526.852096,peer11.org1.example.com,499kB / 156kB,499000,156000
1542764526.852096,peer40.org1.example.com,491kB / 208kB,491000,208000
1542764526.852096,peer20.org1.example.com,470kB / 137kB,470000,137000
1542764526.852096,peer9.org1.example.com,401kB / 95kB,401000,95000
1542764526.852096,peer45.org1.example.com,432kB / 148kB,432000,148000
1542764526.852096,peer3.org1.example.com,394kB / 94.2kB,394000,94200
1542764526.852096,peer51.org1.example.com,519kB / 164kB,519000,164000
1542764526.852096,peer57.org1.example.com,376kB / 123kB,376000,123000
1542764526.852096,peer26.org1.example.com,467kB / 143kB,467000,143000
1542764526.852096,peer7.org1.example.com,425kB / 178kB,425000,178000
1542764526.852096,peer23.org1.example.com,528kB / 310kB,528000,310000
1542764526.852096,peer65.org1.example.com,454kB / 109kB,454000,109000
1542764526.852096,peer0.org1.example.com,2.59MB / 9.42MB,2590000,9420000
1542764526.852096,peer31.org1.example.com,448kB / 122kB,448000,122000
1542764526.852096,peer56.org1.example.com,542kB / 405kB,542000,405000
1542764526.852096,peer52.org1.example.com,417kB / 170kB,417000,170000
1542764526.852096,peer92.org1.example.com,387kB / 145kB,387000,145000
1542764526.852096,peer78.org1.example.com,523kB / 287kB,523000,287000
1542764526.852096,peer43.org1.example.com,382kB / 111kB,382000,111000
1542764526.852096,peer22.org1.example.com,455kB / 131kB,455000,131000
1542764526.852096,peer61.org1.example.com,116kB / 14.2kB,116000,14200
1542764526.852096,peer25.org1.example.com,430kB / 134kB,430000,134000
1542764526.852096,peer39.org1.example.com,549kB / 134kB,549000,134000
1542764526.852096,peer33.org1.example.com,487kB / 154kB,487000,154000
1542764526.852096,peer82.org1.example.com,483kB / 137kB,483000,137000
1542764526.852096,peer15.org1.example.com,381kB / 122kB,381000,122000
1542764526.852096,peer53.org1.example.com,418kB / 119kB,418000,119000
1542764526.852096,peer72.org1.example.com,475kB / 143kB,475000,143000
1542764526.852096,peer5.org1.example.com,467kB / 142kB,467000,142000
1542764526.852096,peer96.org1.example.com,367kB / 152kB,367000,152000
1542764526.852096,peer49.org1.example.com,500kB / 165kB,500000,165000
1542764526.852096,peer14.org1.example.com,555kB / 283kB,555000,283000

peer63.org1.example.com,35.3kB / 8.25kB
peer54.org1.example.com,90.2kB / 13.8kB
peer95.org1.example.com,35.9kB / 8.15kB
peer30.org1.example.com,89.5kB / 12.9kB
peer90.org1.example.com,92.2kB / 14.3kB
peer55.org1.example.com,91kB / 14.2kB
peer84.org1.example.com,83.1kB / 8.83kB
peer17.org1.example.com,95.5kB / 18.1kB
peer13.org1.example.com,116kB / 30.6kB
peer60.org1.example.com,142kB / 68.5kB
peer35.org1.example.com,146kB / 64.9kB
peer74.org1.example.com,120kB / 41.3kB
peer29.org1.example.com,142kB / 71.4kB
peer79.org1.example.com,142kB / 66.3kB
peer32.org1.example.com,113kB / 31.8kB
peer97.org1.example.com,106kB / 24.2kB
peer70.org1.example.com,122kB / 48.1kB
peer50.org1.example.com,127kB / 55.5kB
peer62.org1.example.com,122kB / 45.7kB
peer16.org1.example.com,112kB / 25.8kB
peer83.org1.example.com,148kB / 80kB
peer87.org1.example.com,154kB / 86.7kB
peer73.org1.example.com,218kB / 120kB
peer80.org1.example.com,216kB / 121kB
peer34.org1.example.com,262kB / 113kB
peer42.org1.example.com,175kB / 149kB
peer67.org1.example.com,151kB / 89.1kB
peer27.org1.example.com,224kB / 144kB
peer12.org1.example.com,162kB / 107kB
peer91.org1.example.com,141kB / 87.1kB
peer99.org1.example.com,247kB / 188kB
peer94.org1.example.com,170kB / 122kB
peer24.org1.example.com,181kB / 165kB
peer88.org1.example.com,178kB / 144kB
peer38.org1.example.com,382kB / 302kB
peer89.org1.example.com,482kB / 317kB
peer59.org1.example.com,403kB / 312kB
peer76.org1.example.com,479kB / 368kB
peer85.org1.example.com,584kB / 426kB
peer1.org1.example.com,1.47MB / 3.07MB
peer64.org1.example.com,557kB / 372kB
peer44.org1.example.com,432kB / 340kB
peer66.org1.example.com,550kB / 406kB
peer4.org1.example.com,411kB / 334kB
peer36.org1.example.com,540kB / 402kB
peer69.org1.example.com,579kB / 405kB
peer21.org1.example.com,567kB / 433kB
peer18.org1.example.com,542kB / 435kB
peer19.org1.example.com,499kB / 444kB
orderer.example.com,103kB / 2.15kB
peer46.org1.example.com,671kB / 500kB
peer41.org1.example.com,595kB / 435kB
peer8.org1.example.com,670kB / 532kB
peer86.org1.example.com,745kB / 508kB
peer47.org1.example.com,599kB / 466kB
peer6.org1.example.com,644kB / 551kB
peer75.org1.example.com,719kB / 497kB
peer81.org1.example.com,676kB / 537kB
peer37.org1.example.com,565kB / 419kB
peer28.org1.example.com,523kB / 396kB
peer2.org1.example.com,710kB / 453kB
peer68.org1.example.com,520kB / 425kB
peer48.org1.example.com,594kB / 386kB
peer10.org1.example.com,649kB / 448kB
peer98.org1.example.com,610kB / 443kB
peer93.org1.example.com,616kB / 469kB
peer71.org1.example.com,523kB / 316kB
peer77.org1.example.com,659kB / 324kB
peer58.org1.example.com,763kB / 580kB
peer11.org1.example.com,522kB / 165kB
peer40.org1.example.com,503kB / 215kB
peer20.org1.example.com,479kB / 139kB
peer9.org1.example.com,411kB / 97kB
peer45.org1.example.com,448kB / 152kB
peer3.org1.example.com,413kB / 103kB
peer51.org1.example.com,536kB / 169kB
peer57.org1.example.com,385kB / 125kB
peer26.org1.example.com,486kB / 151kB
peer7.org1.example.com,441kB / 182kB
peer23.org1.example.com,553kB / 326kB
peer65.org1.example.com,474kB / 115kB
peer0.org1.example.com,2.8MB / 9.96MB
peer31.org1.example.com,465kB / 127kB
peer56.org1.example.com,582kB / 420kB
peer52.org1.example.com,438kB / 177kB
peer92.org1.example.com,402kB / 150kB
peer78.org1.example.com,549kB / 312kB
peer43.org1.example.com,399kB / 116kB
peer22.org1.example.com,472kB / 136kB
peer61.org1.example.com,123kB / 14.2kB
peer25.org1.example.com,510kB / 138kB
peer39.org1.example.com,567kB / 140kB
peer33.org1.example.com,510kB / 161kB
peer82.org1.example.com,498kB / 141kB
peer15.org1.example.com,394kB / 127kB
peer53.org1.example.com,469kB / 141kB
peer72.org1.example.com,544kB / 180kB
peer5.org1.example.com,521kB / 165kB
peer96.org1.example.com,427kB / 186kB
peer49.org1.example.com,521kB / 172kB
peer14.org1.example.com,613kB / 324kB
1542764530.964398,peer63.org1.example.com,35.3kB / 8.25kB,35300,8250
1542764530.964398,peer54.org1.example.com,90.2kB / 13.8kB,90200,13800
1542764530.964398,peer95.org1.example.com,35.9kB / 8.15kB,35900,8150
1542764530.964398,peer30.org1.example.com,89.5kB / 12.9kB,89500,12900
1542764530.964398,peer90.org1.example.com,92.2kB / 14.3kB,92200,14300
1542764530.964398,peer55.org1.example.com,91kB / 14.2kB,91000,14200
1542764530.964398,peer84.org1.example.com,83.1kB / 8.83kB,83100,8830
1542764530.964398,peer17.org1.example.com,95.5kB / 18.1kB,95500,18100
1542764530.964398,peer13.org1.example.com,116kB / 30.6kB,116000,30600
1542764530.964398,peer60.org1.example.com,142kB / 68.5kB,142000,68500
1542764530.964398,peer35.org1.example.com,146kB / 64.9kB,146000,64900
1542764530.964398,peer74.org1.example.com,120kB / 41.3kB,120000,41300
1542764530.964398,peer29.org1.example.com,142kB / 71.4kB,142000,71400
1542764530.964398,peer79.org1.example.com,142kB / 66.3kB,142000,66300
1542764530.964398,peer32.org1.example.com,113kB / 31.8kB,113000,31800
1542764530.964398,peer97.org1.example.com,106kB / 24.2kB,106000,24200
1542764530.964398,peer70.org1.example.com,122kB / 48.1kB,122000,48100
1542764530.964398,peer50.org1.example.com,127kB / 55.5kB,127000,55500
1542764530.964398,peer62.org1.example.com,122kB / 45.7kB,122000,45700
1542764530.964398,peer16.org1.example.com,112kB / 25.8kB,112000,25800
1542764530.964398,peer83.org1.example.com,148kB / 80kB,148000,80000
1542764530.964398,peer87.org1.example.com,154kB / 86.7kB,154000,86700
1542764530.964398,peer73.org1.example.com,218kB / 120kB,218000,120000
1542764530.964398,peer80.org1.example.com,216kB / 121kB,216000,121000
1542764530.964398,peer34.org1.example.com,262kB / 113kB,262000,113000
1542764530.964398,peer42.org1.example.com,175kB / 149kB,175000,149000
1542764530.964398,peer67.org1.example.com,151kB / 89.1kB,151000,89100
1542764530.964398,peer27.org1.example.com,224kB / 144kB,224000,144000
1542764530.964398,peer12.org1.example.com,162kB / 107kB,162000,107000
1542764530.964398,peer91.org1.example.com,141kB / 87.1kB,141000,87100
1542764530.964398,peer99.org1.example.com,247kB / 188kB,247000,188000
1542764530.964398,peer94.org1.example.com,170kB / 122kB,170000,122000
1542764530.964398,peer24.org1.example.com,181kB / 165kB,181000,165000
1542764530.964398,peer88.org1.example.com,178kB / 144kB,178000,144000
1542764530.964398,peer38.org1.example.com,382kB / 302kB,382000,302000
1542764530.964398,peer89.org1.example.com,482kB / 317kB,482000,317000
1542764530.964398,peer59.org1.example.com,403kB / 312kB,403000,312000
1542764530.964398,peer76.org1.example.com,479kB / 368kB,479000,368000
1542764530.964398,peer85.org1.example.com,584kB / 426kB,584000,426000
1542764530.964398,peer1.org1.example.com,1.47MB / 3.07MB,1470000,3070000
1542764530.964398,peer64.org1.example.com,557kB / 372kB,557000,372000
1542764530.964398,peer44.org1.example.com,432kB / 340kB,432000,340000
1542764530.964398,peer66.org1.example.com,550kB / 406kB,550000,406000
1542764530.964398,peer4.org1.example.com,411kB / 334kB,411000,334000
1542764530.964398,peer36.org1.example.com,540kB / 402kB,540000,402000
1542764530.964398,peer69.org1.example.com,579kB / 405kB,579000,405000
1542764530.964398,peer21.org1.example.com,567kB / 433kB,567000,433000
1542764530.964398,peer18.org1.example.com,542kB / 435kB,542000,435000
1542764530.964398,peer19.org1.example.com,499kB / 444kB,499000,444000
1542764530.964398,orderer.example.com,103kB / 2.15kB,103000,2150
1542764530.964398,peer46.org1.example.com,671kB / 500kB,671000,500000
1542764530.964398,peer41.org1.example.com,595kB / 435kB,595000,435000
1542764530.964398,peer8.org1.example.com,670kB / 532kB,670000,532000
1542764530.964398,peer86.org1.example.com,745kB / 508kB,745000,508000
1542764530.964398,peer47.org1.example.com,599kB / 466kB,599000,466000
1542764530.964398,peer6.org1.example.com,644kB / 551kB,644000,551000
1542764530.964398,peer75.org1.example.com,719kB / 497kB,719000,497000
1542764530.964398,peer81.org1.example.com,676kB / 537kB,676000,537000
1542764530.964398,peer37.org1.example.com,565kB / 419kB,565000,419000
1542764530.964398,peer28.org1.example.com,523kB / 396kB,523000,396000
1542764530.964398,peer2.org1.example.com,710kB / 453kB,710000,453000
1542764530.964398,peer68.org1.example.com,520kB / 425kB,520000,425000
1542764530.964398,peer48.org1.example.com,594kB / 386kB,594000,386000
1542764530.964398,peer10.org1.example.com,649kB / 448kB,649000,448000
1542764530.964398,peer98.org1.example.com,610kB / 443kB,610000,443000
1542764530.964398,peer93.org1.example.com,616kB / 469kB,616000,469000
1542764530.964398,peer71.org1.example.com,523kB / 316kB,523000,316000
1542764530.964398,peer77.org1.example.com,659kB / 324kB,659000,324000
1542764530.964398,peer58.org1.example.com,763kB / 580kB,763000,580000
1542764530.964398,peer11.org1.example.com,522kB / 165kB,522000,165000
1542764530.964398,peer40.org1.example.com,503kB / 215kB,503000,215000
1542764530.964398,peer20.org1.example.com,479kB / 139kB,479000,139000
1542764530.964398,peer9.org1.example.com,411kB / 97kB,411000,97000
1542764530.964398,peer45.org1.example.com,448kB / 152kB,448000,152000
1542764530.964398,peer3.org1.example.com,413kB / 103kB,413000,103000
1542764530.964398,peer51.org1.example.com,536kB / 169kB,536000,169000
1542764530.964398,peer57.org1.example.com,385kB / 125kB,385000,125000
1542764530.964398,peer26.org1.example.com,486kB / 151kB,486000,151000
1542764530.964398,peer7.org1.example.com,441kB / 182kB,441000,182000
1542764530.964398,peer23.org1.example.com,553kB / 326kB,553000,326000
1542764530.964398,peer65.org1.example.com,474kB / 115kB,474000,115000
1542764530.964398,peer0.org1.example.com,2.8MB / 9.96MB,2800000,9960000
1542764530.964398,peer31.org1.example.com,465kB / 127kB,465000,127000
1542764530.964398,peer56.org1.example.com,582kB / 420kB,582000,420000
1542764530.964398,peer52.org1.example.com,438kB / 177kB,438000,177000
1542764530.964398,peer92.org1.example.com,402kB / 150kB,402000,150000
1542764530.964398,peer78.org1.example.com,549kB / 312kB,549000,312000
1542764530.964398,peer43.org1.example.com,399kB / 116kB,399000,116000
1542764530.964398,peer22.org1.example.com,472kB / 136kB,472000,136000
1542764530.964398,peer61.org1.example.com,123kB / 14.2kB,123000,14200
1542764530.964398,peer25.org1.example.com,510kB / 138kB,510000,138000
1542764530.964398,peer39.org1.example.com,567kB / 140kB,567000,140000
1542764530.964398,peer33.org1.example.com,510kB / 161kB,510000,161000
1542764530.964398,peer82.org1.example.com,498kB / 141kB,498000,141000
1542764530.964398,peer15.org1.example.com,394kB / 127kB,394000,127000
1542764530.964398,peer53.org1.example.com,469kB / 141kB,469000,141000
1542764530.964398,peer72.org1.example.com,544kB / 180kB,544000,180000
1542764530.964398,peer5.org1.example.com,521kB / 165kB,521000,165000
1542764530.964398,peer96.org1.example.com,427kB / 186kB,427000,186000
1542764530.964398,peer49.org1.example.com,521kB / 172kB,521000,172000
1542764530.964398,peer14.org1.example.com,613kB / 324kB,613000,324000

peer63.org1.example.com,90.6kB / 8.93kB
peer54.org1.example.com,109kB / 22kB
peer95.org1.example.com,97.9kB / 12.6kB
peer30.org1.example.com,109kB / 20.9kB
peer90.org1.example.com,113kB / 25kB
peer55.org1.example.com,110kB / 24.6kB
peer84.org1.example.com,100kB / 15.2kB
peer17.org1.example.com,117kB / 26.9kB
peer13.org1.example.com,156kB / 60.4kB
peer60.org1.example.com,157kB / 85.3kB
peer35.org1.example.com,166kB / 89.4kB
peer74.org1.example.com,162kB / 74.2kB
peer29.org1.example.com,159kB / 92.6kB
peer79.org1.example.com,158kB / 86.3kB
peer32.org1.example.com,157kB / 59.1kB
peer97.org1.example.com,149kB / 49.6kB
peer70.org1.example.com,161kB / 100kB
peer50.org1.example.com,162kB / 80.7kB
peer62.org1.example.com,157kB / 68.6kB
peer16.org1.example.com,159kB / 57.6kB
peer83.org1.example.com,166kB / 102kB
peer87.org1.example.com,171kB / 107kB
peer73.org1.example.com,246kB / 146kB
peer80.org1.example.com,247kB / 145kB
peer34.org1.example.com,281kB / 123kB
peer42.org1.example.com,202kB / 190kB
peer67.org1.example.com,170kB / 113kB
peer27.org1.example.com,245kB / 161kB
peer12.org1.example.com,175kB / 121kB
peer91.org1.example.com,212kB / 113kB
